id,campaign_id,coupon_id,customer_id,redemption_status
476,23,41,1182,0
477,18,774,393,0
480,18,956,64,0
481,18,962,384,0
482,18,463,894,0
489,17,174,680,0
490,18,495,957,0
493,17,1077,884,0
498,20,286,153,0
500,23,715,651,0
501,17,498,854,0
509,18,175,304,0
510,18,856,407,0
511,23,943,1337,0
512,23,266,1494,0
513,19,455,800,0
514,25,1069,1134,0
520,20,264,1534,0
522,18,232,1322,0
524,18,988,709,0
527,23,932,239,0
537,16,666,255,0
540,20,404,305,0
542,18,1078,1422,0
544,18,290,16,0
547,19,431,842,0
550,18,211,511,0
551,18,224,1105,0
552,20,841,1368,0
553,18,232,1192,0
556,22,590,1124,0
559,18,962,947,0
562,18,680,1183,0
565,18,234,541,0
568,19,934,43,0
573,22,927,281,0
574,23,899,1473,0
578,17,498,606,0
580,25,596,483,0
581,20,671,1268,0
582,20,837,552,0
583,18,1043,1477,0
585,18,461,1089,0
586,18,218,113,0
587,18,543,421,0
588,18,1031,995,0
593,17,981,99,0
595,22,869,1103,0
597,18,1008,1318,0
600,18,985,577,0
602,18,505,1371,0
604,17,488,1232,0
605,18,202,536,0
606,21,958,538,0
608,18,211,498,0
610,25,1069,859,0
611,18,255,1292,0
614,18,202,1246,0
616,25,580,1086,0
619,19,664,1078,0
622,20,838,88,0
624,24,42,333,0
625,20,864,458,0
627,25,527,69,0
629,20,671,328,0
630,18,195,411,0
631,18,1008,43,0
632,20,726,1457,0
633,18,463,8,0
636,25,1109,1379,0
637,22,993,934,0
645,18,717,1343,0
652,23,442,555,0
653,20,833,1458,0
655,18,632,1553,0
658,18,388,17,1
663,17,697,679,0
668,18,702,1502,0
669,18,648,339,0
670,24,43,911,0
674,18,226,1494,0
675,17,906,676,0
676,22,981,153,0
679,25,596,361,0
685,22,590,1095,0
688,18,880,847,0
690,18,1043,855,0
691,21,1066,1166,0
692,18,224,920,0
696,18,290,249,0
697,18,694,1429,0
700,16,655,1049,0
702,17,1077,1068,0
703,23,899,483,0
707,20,836,958,0
709,17,1038,192,0
713,20,396,763,0
716,18,848,1537,0
717,23,869,1033,0
720,23,932,679,0
725,18,848,1545,0
726,22,37,518,0
727,22,590,132,0
728,25,744,470,0
729,18,482,749,0
730,18,1061,1507,0
734,19,966,1555,0
737,18,202,204,0
738,18,1042,1324,0
739,17,583,1275,0
744,18,760,1516,0
745,18,177,551,0
747,18,223,240,0
749,18,1000,1553,0
752,18,254,1390,0
753,17,1069,905,0
755,18,412,1205,0
756,20,263,133,0
757,18,713,740,0
758,23,952,555,0
761,18,495,965,0
763,23,943,1408,0
766,19,689,519,0
768,20,837,1178,0
770,18,225,931,0
772,18,188,1335,0
781,17,1077,1336,0
783,18,699,939,0
786,18,633,1453,0
788,18,684,198,0
790,20,726,844,0
791,23,932,27,0
793,18,230,30,0
797,21,768,1120,0
798,20,404,594,0
801,18,215,484,0
802,23,41,521,0
804,18,233,397,0
805,16,666,1093,0
807,22,518,1537,0
808,21,953,289,0
811,17,703,19,0
818,22,590,616,0
822,18,198,387,0
827,18,988,1393,0
828,18,181,1496,0
834,18,1008,592,0
837,21,567,239,0
839,18,1045,79,0
844,20,397,1033,0
845,22,957,876,0
849,22,744,1453,0
864,22,993,1271,0
865,22,1079,866,0
866,22,929,426,0
871,18,760,881,0
876,25,522,839,0
877,18,946,1429,0
887,19,969,1552,0
889,18,949,1402,0
890,16,270,1036,0
891,18,215,540,0
895,23,952,40,0
896,18,289,910,0
898,18,200,1504,0
900,18,251,1351,0
903,18,789,143,0
905,18,235,293,0
908,24,43,559,0
914,23,417,60,0
917,20,837,1518,0
918,22,492,595,0
919,23,1113,598,0
920,18,730,1241,0
921,19,1043,519,0
926,20,671,1534,0
927,23,932,964,0
928,18,1055,15,0
929,20,671,1558,0
931,18,32,1274,0
934,18,215,1079,0
937,22,37,45,0
938,18,418,83,0
939,22,869,963,0
941,18,592,219,0
943,23,39,495,0
947,22,907,570,0
950,18,941,212,0
952,20,720,321,0
954,21,874,927,0
958,18,713,1165,0
960,18,237,1402,0
961,18,949,1433,0
964,22,452,230,0
971,22,929,88,0
972,17,488,498,0
976,18,657,976,0
980,18,272,1127,0
984,23,1113,1386,0
986,18,988,199,0
989,25,44,484,0
992,22,811,38,0
995,20,864,1095,0
997,18,207,1454,0
1000,18,33,154,1
1005,18,36,834,0
1006,18,796,901,0
1014,20,721,784,0
1015,18,195,1558,0
1021,16,28,1043,0
1022,23,417,1534,0
1023,23,618,1184,0
1025,18,505,871,0
1027,16,655,459,0
1028,18,222,63,0
1029,22,590,300,0
1033,18,234,409,0
1034,18,477,1293,0
1037,18,950,192,0
1040,17,1069,559,0
1044,18,267,295,0
1045,23,899,515,0
1049,18,468,1225,0
1051,16,688,1156,0
1053,18,774,1154,0
1054,18,548,979,0
1055,22,1079,231,0
1056,18,196,1240,0
1057,18,505,1376,0
1058,17,796,1442,0
1060,20,838,598,0
1061,23,442,14,0
1067,18,493,1174,0
1069,16,959,1440,0
1073,18,36,7,0
1075,20,264,839,0
1080,18,210,931,0
1081,25,522,962,0
1087,23,618,1133,0
1090,25,580,848,0
1092,25,580,1382,0
1099,18,193,852,0
1101,20,837,1191,0
1105,18,191,1054,0
1107,18,1060,931,0
1111,22,38,1378,0
1113,20,838,565,0
1114,20,403,844,0
1117,20,389,951,0
1118,17,906,446,0
1120,25,522,1534,0
1124,18,469,1456,0
1125,22,811,661,0
1133,20,396,911,0
1137,18,192,426,0
1143,18,191,979,0
1146,16,959,464,0
1148,25,596,248,0
1149,18,648,970,0
1152,18,1000,1447,0
1153,18,600,706,0
1155,20,721,212,0
1157,19,969,1518,0
1158,20,721,537,0
1161,23,932,1036,0
1162,18,705,881,0
1166,18,570,1089,0
1171,18,526,1573,0
1175,18,272,273,0
1179,18,212,613,0
1182,18,418,350,0
1183,18,289,1437,0
1184,18,892,609,0
1185,25,596,368,0
1186,18,234,889,0
1187,18,387,1214,0
1192,25,522,294,0
1193,18,461,318,0
1194,20,841,1187,0
1197,18,193,1407,0
1198,23,442,665,0
1199,18,213,1308,0
1204,18,1000,387,0
1205,18,33,826,0
1208,22,37,123,0
1209,18,254,92,0
1210,20,403,649,0
1212,18,185,93,0
1215,22,957,504,0
1216,18,423,1495,1
1217,22,744,1254,0
1219,22,583,1147,0
1223,18,760,989,0
1224,25,878,843,0
1226,18,1037,426,0
1233,18,510,1431,0
1234,18,865,165,0
1237,18,205,1398,0
1239,18,218,1544,0
1241,18,903,273,0
1246,18,962,1359,0
1247,20,843,682,0
1248,18,1060,209,0
1251,18,548,781,0
1261,18,1052,384,0
1263,23,442,1169,0
1264,18,577,789,0
1267,22,993,139,0
1268,20,726,284,0
1269,18,187,1241,0
1270,18,1042,889,0
1271,18,468,1209,0
1273,18,941,459,0
1276,22,241,1102,0
1277,18,624,351,0
1278,22,744,515,0
1280,23,899,558,0
1282,18,34,724,0
1283,18,956,1385,0
1284,22,590,971,0
1285,18,288,742,0
1289,20,263,628,0
1295,22,492,649,0
1298,18,543,14,0
1300,20,263,578,0
1301,18,503,898,0
1306,16,959,255,0
1314,23,41,894,0
1315,18,30,809,0
1317,18,1059,89,0
1318,17,853,396,0
1320,18,190,1004,0
1321,16,28,1573,0
1322,18,495,1309,0
1323,22,452,1,0
1325,20,1094,355,0
1326,23,442,957,0
1327,18,176,1218,0
1328,18,417,577,0
1329,18,856,1534,0
1332,18,941,512,0
1337,20,403,237,0
1338,22,993,1427,0
1343,18,31,1335,0
1344,18,632,198,0
1349,19,966,705,1
1350,18,212,1015,1
1353,20,286,1458,0
1354,17,781,614,0
1355,20,843,1268,0
1359,18,886,755,0
1366,18,289,312,0
1367,22,452,1343,0
1369,18,903,391,0
1373,17,673,748,0
1377,17,796,1385,0
1378,18,553,346,0
1381,18,514,306,0
1382,18,461,275,0
1384,20,834,682,0
1385,18,468,704,0
1386,16,666,566,0
1387,18,1078,409,0
1390,21,1029,571,0
1392,20,834,450,0
1394,25,580,195,0
1400,20,720,1055,0
1401,17,1069,1123,0
1410,18,202,601,0
1411,18,713,1392,0
1413,20,834,1547,0
1414,18,289,1097,0
1417,22,907,162,0
1423,20,720,1117,0
1427,18,789,1513,0
1428,18,856,877,0
1430,20,404,1534,0
1431,18,30,485,0
1432,18,238,929,0
1440,25,295,1529,0
1441,18,495,1208,0
1450,22,981,421,0
1454,22,241,694,0
1457,20,864,1345,0
1458,20,843,1464,0
1459,18,224,1214,0
1460,18,1010,871,0
1462,22,907,1122,0
1468,22,993,1097,0
1469,23,869,250,0
1470,18,185,1561,0
1472,18,1008,678,0
1475,18,903,317,0
1476,18,592,1431,0
1482,22,907,657,0
1487,23,715,1246,0
1489,20,403,187,0
1492,18,193,857,0
1494,22,744,779,0
1495,22,869,433,0
1496,20,286,433,0
1497,18,290,579,0
1499,18,221,715,0
1507,21,978,1106,0
1511,18,412,1111,0
1517,16,999,1270,0
1518,19,259,856,0
1519,18,1064,514,0
1520,17,810,327,0
1521,22,518,1186,0
1523,18,699,164,0
1527,18,856,1517,0
1528,18,592,1104,0
1531,16,655,748,0
1534,18,717,1399,0
1535,18,633,1215,0
1536,20,833,1218,0
1539,18,190,1191,0
1540,18,215,976,0
1541,18,1000,19,0
1543,20,1094,1353,0
1545,18,713,262,0
1546,20,404,1464,0
1551,17,1069,515,0
1552,18,577,981,0
1555,20,404,911,0
1556,23,40,192,0
1557,21,1061,448,0
1560,20,841,1473,0
1566,17,697,1360,0
1572,18,754,1028,0
1574,19,966,767,0
1575,18,418,1073,0
1576,20,842,748,0
1577,18,570,1517,0
1581,18,470,1045,0
1586,19,456,80,0
1587,20,864,481,0
1589,22,811,866,0
1590,18,186,284,0
1592,18,503,288,0
1595,18,288,157,0
1600,25,580,971,0
1602,22,432,1095,0
1610,18,1064,1150,0
1611,23,599,78,0
1612,17,652,453,0
1613,18,211,923,0
1614,25,878,412,0
1618,18,210,1182,0
1620,22,993,695,0
1622,22,927,430,0
1627,18,412,1174,0
1632,16,269,1524,0
1633,18,657,746,0
1634,17,173,594,0
1636,22,1079,1548,0
1642,18,886,987,0
1643,22,452,1232,0
1645,22,811,735,0
1651,22,744,14,0
1652,25,44,94,0
1654,20,833,1257,0
1659,18,539,1241,0
1662,18,946,50,0
1665,18,251,385,0
1666,22,811,1453,0
1667,18,236,553,0
1673,22,993,900,0
1674,22,432,1441,0
1677,23,952,1391,0
1679,18,877,1539,0
1686,18,754,1496,0
1687,18,487,404,0
1689,18,555,973,0
1691,18,225,387,0
1697,18,289,844,0
1698,18,702,556,0
1700,18,186,335,0
1702,17,981,456,0
1703,22,744,1093,0
1704,19,689,389,0
1708,18,463,481,0
1711,18,1037,1361,0
1712,19,969,1224,0
1713,18,255,1059,0
1716,22,452,566,0
1717,20,720,865,0
1720,25,736,1115,0
1722,25,647,934,0
1726,25,1069,154,0
1727,20,726,886,0
1728,18,204,148,0
1730,18,207,1289,0
1731,18,789,1043,0
1734,18,184,624,0
1735,16,666,1411,0
1739,20,264,802,0
1740,22,492,158,0
1741,18,713,785,0
1742,21,1048,1404,0
1744,20,837,735,0
1748,18,477,330,0
1749,18,501,289,0
1750,18,469,250,0
1751,18,205,628,0
1752,18,200,1148,0
1753,18,388,684,0
1754,18,288,858,0
1755,21,978,1154,0
1757,18,185,15,0
1759,22,801,432,0
1764,17,981,666,0
1765,18,178,1056,0
1766,18,468,693,0
1767,23,244,88,0
1769,18,187,490,0
1770,20,389,729,0
1777,18,553,416,0
1778,18,186,1357,0
1780,18,198,1079,0
1783,20,671,187,0
1786,18,417,747,0
1788,18,216,682,0
1793,16,35,470,0
1794,18,949,159,0
1796,20,838,275,0
1799,18,216,1187,0
1800,22,583,848,0
1801,17,1077,1056,0
1803,25,647,871,0
1805,23,599,1337,0
1807,19,455,283,0
1808,22,518,327,0
1811,20,720,959,0
1815,18,32,1240,0
1819,23,41,1136,0
1820,18,482,15,0
1822,22,37,787,0
1825,20,864,603,0
1826,20,833,578,0
1829,18,468,460,0
1830,18,412,809,0
1831,17,697,127,0
1835,16,959,1580,0
1836,17,1069,511,0
1838,25,295,501,0
1839,18,211,434,0
1842,18,1037,1113,0
1846,17,583,911,0
1847,16,666,1504,0
1848,18,468,488,0
1849,20,841,1516,0
1850,18,1022,1580,0
1852,25,816,578,0
1854,18,941,1107,0
1855,18,495,1089,0
1856,18,239,1453,0
1858,18,624,1136,0
1869,18,1037,830,0
1872,18,702,1154,0
1876,18,548,1391,0
1879,20,286,810,0
1880,17,673,666,0
1882,22,927,1393,0
1887,22,38,748,0
1888,18,869,1216,0
1892,18,497,1460,0
1894,18,197,772,0
1895,18,195,881,0
1898,18,1032,910,0
1900,20,264,909,0
1901,19,431,464,0
1903,19,431,1418,0
1904,21,1111,1239,0
1907,18,483,1298,0
1908,18,504,1430,0
1911,18,267,784,0
1914,25,415,1464,0
1917,18,1032,606,0
1923,16,28,1383,0
1925,17,810,949,0
1928,18,1037,1127,0
1929,18,624,350,0
1934,18,231,807,0
1936,18,903,1557,0
1937,18,684,526,0
1938,22,590,158,0
1939,18,865,1217,0
1942,17,1038,1144,0
1944,20,843,1463,0
1945,18,178,1170,0
1946,16,999,319,0
1948,18,693,1103,0
1951,25,415,528,0
1952,18,1005,829,0
1957,20,841,1031,0
1960,18,188,1566,0
1961,23,442,651,0
1962,17,488,379,0
1965,18,867,1446,0
1966,25,1016,1124,0
1973,18,877,1249,0
1976,20,721,911,0
1978,18,31,1070,0
1979,17,673,498,0
1980,18,869,293,0
1984,18,869,267,0
1985,22,540,1343,0
1990,21,574,1166,0
1991,18,1031,885,0
1993,22,583,695,0
1999,18,754,876,0
2000,22,993,1232,0
2001,17,1069,879,0
2002,18,705,1089,0
2007,18,657,253,0
2009,22,811,557,0
2011,18,693,54,0
2012,18,690,1178,0
2014,22,981,657,0
2017,20,726,676,0
2019,16,999,1372,0
2022,25,527,957,0
2025,23,799,27,0
2029,18,222,416,0
2030,18,190,698,0
2031,20,720,446,0
2032,21,1061,1534,0
2034,18,657,541,0
2036,16,999,866,0
2038,18,892,770,0
2039,18,200,1145,0
2040,18,533,1037,0
2044,18,577,1557,0
2045,18,212,848,0
2046,22,801,82,0
2050,18,258,131,0
2052,16,655,1496,0
2053,18,228,313,0
2054,18,942,1064,0
2055,18,1005,1413,0
2057,17,810,7,0
2059,20,403,357,0
2061,20,838,1534,0
2062,20,403,628,0
2064,17,981,33,0
2065,18,290,386,0
2070,18,30,1497,0
2074,22,452,657,0
2077,18,175,420,0
2078,17,1077,889,0
2081,20,842,1055,0
2083,22,1079,557,0
2086,20,396,1516,0
2089,18,1034,508,0
2099,16,28,1453,0
2100,18,699,848,0
2103,18,229,6,0
2104,18,477,1357,0
2105,25,44,327,0
2107,22,1079,1122,1
2108,20,838,958,0
2109,22,927,863,0
2110,18,31,352,0
2113,18,887,1388,0
2117,20,834,1372,0
2119,23,943,796,0
2121,18,289,828,0
2123,18,245,1457,0
2126,18,388,1580,0
2127,20,726,218,0
2128,18,880,252,0
2130,18,419,751,0
2131,18,213,708,0
2133,17,583,873,0
2135,16,270,981,0
2142,18,950,1341,0
2144,22,957,1137,0
2145,25,744,684,0
2146,18,184,821,0
2149,17,174,511,0
2155,18,1008,362,0
2156,18,228,386,0
2157,18,577,835,0
2158,25,736,69,0
2163,18,560,602,0
2167,16,269,63,0
2178,20,397,412,0
2179,20,864,1305,0
2181,22,744,1024,0
2182,18,505,210,0
2190,24,43,852,0
2192,17,810,379,0
2196,18,493,1044,0
2198,18,218,927,0
2199,18,949,1278,0
2206,18,774,728,0
2211,18,1045,515,0
2214,18,985,896,0
2215,17,906,971,0
2216,17,906,851,0
2217,19,455,856,0
2219,21,1111,1432,0
2220,18,267,68,0
2223,18,289,925,0
2225,17,174,1328,0
2226,23,715,679,0
2227,18,950,1241,0
2229,18,553,821,0
2230,18,514,1259,0
2239,18,179,1154,0
2241,17,1069,392,0
2242,23,1113,384,0
2243,25,878,1134,0
2245,18,197,85,0
2247,17,981,1475,0
2248,23,932,250,0
2250,22,929,153,0
2251,25,647,459,0
2252,20,396,535,0
2253,18,245,915,0
2254,18,705,514,0
2255,18,765,231,0
2256,22,37,1475,0
2257,17,809,248,0
2259,18,190,64,0
2268,18,176,855,0
2272,18,179,426,0
2275,17,809,235,0
2278,18,223,267,0
2280,18,848,1076,0
2285,16,959,319,0
2292,18,419,299,0
2293,18,747,613,0
2294,16,959,1271,0
2296,16,688,1254,0
2297,17,781,1454,0
2298,22,492,832,0
2300,18,482,1278,0
2301,20,264,704,0
2303,18,533,551,0
2305,25,44,1350,0
2310,18,477,755,0
2315,20,403,594,0
2316,18,234,1097,0
2317,20,263,230,0
2318,18,1008,1129,0
2322,19,431,828,0
2323,20,389,161,0
2331,25,647,315,0
2333,25,415,839,0
2337,20,721,196,0
2341,18,181,47,0
2344,18,33,1318,0
2350,18,942,918,0
2352,18,699,438,0
2353,18,237,682,0
2354,21,845,460,0
2356,17,1077,1436,0
2357,18,228,568,0
2368,17,697,733,0
2369,18,183,167,0
2370,18,468,994,0
2371,18,865,956,0
2374,18,577,559,0
2382,18,705,150,0
2383,18,411,291,0
2386,18,190,1161,0
2390,20,671,1415,0
2393,18,648,1323,0
2394,20,286,1504,0
2395,18,179,1129,0
2396,18,1045,1110,0
2400,18,237,1534,0
2401,17,174,559,0
2403,17,652,127,0
2404,23,869,766,0
2407,18,30,816,0
2412,18,952,1528,0
2414,22,583,131,0
2415,22,1079,1441,0
2424,19,455,866,0
2426,21,567,1158,0
2429,22,452,1056,0
2432,18,514,1053,0
2434,18,699,515,0
2435,20,389,667,0
2436,18,747,1387,0
2437,18,36,1151,0
2440,18,217,1080,0
2442,18,856,1308,0
2445,18,1078,506,0
2446,20,404,779,0
2447,18,680,763,0
2448,18,236,1336,0
2450,18,235,914,0
2452,20,837,162,0
2455,23,266,883,0
2456,25,522,495,0
2457,18,1005,744,0
2458,16,999,416,0
2466,18,760,337,0
2467,18,541,464,0
2472,22,957,1056,0
2478,17,796,265,0
2480,20,833,929,0
2483,18,255,918,0
2487,18,988,561,0
2488,18,231,508,0
2490,18,30,389,0
2493,18,941,1467,0
2497,17,781,453,0
2499,22,744,459,0
2501,20,836,1555,0
2502,18,483,919,0
2510,20,843,844,0
2511,17,697,446,0
2517,18,592,185,0
2518,18,495,1383,0
2520,17,906,696,0
2526,25,522,253,0
2533,18,648,1429,0
2536,23,442,1246,0
2540,22,1079,1524,0
2541,25,736,528,0
2542,16,666,1317,0
2547,18,717,214,0
2548,23,40,1170,0
2549,18,290,1255,0
2553,21,768,1383,0
2554,23,39,8,0
2556,22,869,1430,0
2558,20,841,1182,0
2560,16,938,1524,0
2561,18,640,1247,0
2565,20,403,1345,0
2566,22,927,1571,0
2568,18,183,1106,0
2569,18,251,301,0
2573,18,202,1381,0
2575,17,174,42,0
2576,17,703,748,0
2578,23,41,45,0
2579,18,941,1537,0
2581,18,1054,485,0
2582,20,396,1400,0
2583,24,42,856,0
2584,18,202,1352,0
2586,18,898,567,0
2588,25,736,220,0
2591,20,843,958,0
2593,22,927,379,0
2596,20,833,737,0
2602,18,212,708,0
2606,22,811,1433,0
2609,22,1079,1433,0
2611,18,988,420,0
2612,20,404,379,0
2614,18,903,188,0
2629,18,219,613,0
2630,18,33,884,0
2633,22,583,15,0
2634,17,673,709,0
2635,20,671,1031,0
2639,18,533,956,0
2640,16,28,1070,0
2641,18,387,1561,0
2646,20,671,832,1
2647,18,194,1329,0
2650,18,482,1477,0
2651,17,1077,1218,0
2654,23,417,555,0
2655,18,34,671,0
2659,17,853,305,0
2660,19,934,367,0
2662,23,599,490,0
2669,17,583,570,0
2674,20,864,253,0
2675,19,689,1083,0
2676,25,612,495,0
2678,18,483,1158,0
2680,22,241,1093,0
2681,18,31,973,0
2683,20,390,649,0
2695,18,1052,1537,0
2696,20,837,1168,0
2697,23,618,667,0
2698,20,841,632,0
2701,18,684,130,0
2708,18,177,1239,0
2710,19,456,907,0
2711,17,583,192,0
2712,23,976,466,0
2716,18,226,212,0
2717,18,1037,957,0
2723,17,853,265,0
2726,25,1016,150,0
2727,17,652,668,0
2728,22,1079,638,0
2729,18,1078,123,0
2733,18,214,354,0
2734,18,699,1115,1
2737,23,869,894,0
2739,18,573,50,0
2744,22,452,356,0
2745,22,241,1552,0
2755,20,834,1285,0
2756,19,966,965,0
2757,25,415,1259,0
2759,25,44,898,0
2764,20,837,88,0
2769,17,697,696,0
2771,23,869,626,0
2773,22,869,1121,0
2774,22,241,889,0
2775,18,548,890,0
2776,17,809,915,0
2777,25,878,1319,1
2779,20,726,1117,0
2780,25,1069,161,0
2781,23,952,239,0
2783,20,840,1005,0
2786,16,938,1184,0
2787,17,1038,817,0
2788,18,232,1089,0
2789,18,29,775,0
2790,22,981,1323,0
2792,22,927,45,0
2796,25,1079,839,0
2797,25,878,1004,0
2799,22,452,128,0
2801,23,599,905,0
2805,22,929,230,0
2808,17,796,181,0
2809,17,1038,593,0
2811,18,290,382,0
2812,20,397,1485,0
2814,18,962,1405,0
2818,21,1111,1036,0
2819,18,713,1082,0
2822,19,664,896,0
2823,16,270,566,0
2825,18,387,99,0
2827,18,950,745,0
2829,17,853,1218,0
2831,18,223,501,0
2837,18,648,1330,0
2838,16,269,659,0
2846,22,540,1547,0
2849,18,209,1533,0
2853,18,560,1316,0
2854,22,241,958,0
2855,18,206,1361,0
2858,18,539,78,0
2859,20,1094,1345,0
2863,20,841,8,0
2867,20,403,196,0
2869,16,999,1347,0
2870,16,688,1383,0
2872,18,254,664,0
2875,18,717,68,0
2878,18,290,1320,0
2879,18,469,189,0
2880,16,688,180,0
2883,17,488,1379,0
2888,17,1077,981,0
2890,18,423,598,0
2895,18,1116,1321,0
2896,18,1032,1047,0
2905,20,726,239,0
2906,18,208,529,0
2907,18,196,841,0
2910,17,1077,181,0
2912,22,241,15,0
2913,16,35,1382,0
2914,20,833,898,0
2916,20,842,257,0
2917,25,415,450,0
2918,18,198,2,0
2919,18,941,566,0
2924,18,543,183,0
2927,17,796,1387,0
2928,18,272,247,0
2929,18,956,413,0
2930,17,583,854,0
2932,18,288,875,0
2933,22,38,1441,0
2939,25,612,1566,0
2943,22,37,1103,0
2946,16,269,801,0
2947,18,417,802,0
2948,22,590,240,0
2950,18,235,747,0
2954,18,624,424,0
2957,18,600,240,0
2958,22,957,823,0
2965,18,178,930,0
2966,23,442,1500,0
2967,22,518,1346,0
2968,17,583,994,0
2974,22,801,459,0
2982,18,211,971,0
2984,18,684,1489,0
2988,18,201,1556,0
2989,23,976,962,0
2990,20,838,1055,0
2993,18,1054,1514,0
2995,20,721,1091,0
2996,22,811,869,0
2998,18,1000,1197,0
3000,18,208,336,0
3001,18,514,1237,0
3003,20,837,1136,0
3005,25,295,1025,0
3008,23,799,999,0
3010,17,703,45,0
3017,18,553,966,0
3018,18,648,420,0
3020,20,836,1094,0
3021,17,1077,112,0
3022,17,1077,598,0
3027,18,487,976,0
3029,25,816,1073,1
3031,18,214,1328,0
3035,18,272,838,0
3036,20,840,58,0
3037,23,40,558,0
3043,18,419,1134,0
3046,17,703,1572,0
3050,18,505,1431,0
3053,21,701,753,0
3054,18,877,1519,0
3057,18,214,299,0
3061,17,498,568,0
3064,18,1008,191,0
3068,18,867,198,0
3069,23,899,1182,0
3071,25,580,379,0
3073,18,194,192,0
3074,18,699,909,0
3075,18,956,1453,0
3076,22,590,450,0
3077,18,232,28,0
3078,25,295,1383,0
3079,18,208,1155,0
3080,17,796,852,0
3081,22,38,823,0
3085,18,1010,112,0
3086,18,218,1543,0
3089,16,999,1444,0
3091,20,671,332,0
3092,20,864,1469,0
3096,17,488,83,0
3097,18,514,1104,0
3100,17,703,520,0
3102,20,263,909,0
3103,18,463,470,0
3106,22,811,914,0
3108,25,612,762,0
3109,23,976,575,0
3111,22,452,781,0
3112,19,934,283,0
